,id,brand_name,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hours,lat,lng
283,235,GS칼텍스,대성산업(주)직영...,서울,서초구,서울 서초구 반포대로 284 (반포동),1695,1595,0,0,0,0,0,0,37.50462150000000,127.00179780000000
284,237,GS칼텍스,대성석유(주)연일...,서울,서초구,서울 서초구 남부순환로 2451,1696,1595,0,1,0,0,1,0,37.48258680000000,127.01851280000000
285,238,GS칼텍스,말죽거리주유소,서울,서초구,서울 서초구 남부순환로 2650 (양재동),1696,1576,0,0,0,0,0,0,37.48519730000000,127.04067400000000
286,243,GS칼텍스,지에스칼텍스(주)...,서울,서초구,서울 서초구 동작대로 206 (방배동),1709,1589,0,1,0,0,0,0,37.49494250000000,126.98320560000000
287,244,GS칼텍스,반포그린주유소,서울,서초구,서울 서초구 서초중앙로 239 (반포동),1710,1604,0,1,0,0,0,0,37.50323250000000,127.01085590000000
288,245,GS칼텍스,에너지플러스허브 ...,서울,서초구,서울 서초구 사평대로 364 (서초동),1710,1604,0,1,0,0,0,1,37.50371230000000,127.02309580000000
289,246,GS칼텍스,대성산업(주)직영...,서울,서초구,서울 서초구 신반포로 222 (반포동),1715,1615,0,1,0,0,0,1,37.50676880000000,127.00882140000000
290,249,GS칼텍스,지에스칼텍스(주)...,서울,서초구,서울 서초구 나루터로 83 (잠원동),1799,1699,0,1,0,0,1,1,37.51615670000000,127.01891450000000
291,258,GS칼텍스,지에스칼텍스㈜ 도...,서울,성동구,서울 성동구 아차산로 180,1614,1464,0,1,0,1,0,1,37.54205250000000,127.06343010000000
292,261,GS칼텍스,동일주유소,서울,성동구,서울 성동구 광나루로 254 (성수동2가),1649,1498,0,1,0,1,0,0,37.54845400000000,127.05784680000000
293,266,GS칼텍스,금호주유소,서울,성동구,서울 성동구 금호로 39 (금호동4가),1896,1695,0,0,0,0,0,0,37.54708660000000,127.02505710000000
294,268,GS칼텍스,(주)옥수하이웨이...,서울,성동구,서울 성동구 독서당로 168 (옥수동),2256,2098,0,0,0,0,0,0,37.54102370000000,127.01136820000000
295,270,GS칼텍스,이케이에너지㈜ 강...,서울,서울특별시,서울 성북구 보문로 27 (보문동7가),1585,1425,0,1,0,0,0,1,37.57977890000000,127.02236270000000
296,272,GS칼텍스,(주)삼표에너지 ...,서울,성북구,서울 성북구 보국문로 35 (정릉동),1585,1425,0,1,0,1,0,0,37.60764260000000,127.00994870000000
297,273,GS칼텍스,원천주유소,서울,성북구,서울 성북구 돌곶이로 142 (장위동),1593,1425,0,0,0,0,0,0,37.61489500000000,127.05273170000000
298,278,GS칼텍스,지에스칼텍스(주)...,서울,성북구,서울 성북구 종암로 145 (종암동),1605,1465,0,1,0,0,0,1,37.60276360000000,127.03206340000000
299,288,GS칼텍스,㈜명연에너지 효성...,서울,성북구,서울 성북구 화랑로 27,1675,1575,0,1,0,1,0,1,37.60312810000000,127.03517260000000
300,290,GS칼텍스,지에스칼텍스㈜ 화...,서울,성북구,서울 성북구 화랑로 185,1735,1631,0,0,0,0,0,0,37.60786909999999,127.05082100000000
301,291,GS칼텍스,지에스칼텍스㈜ 세...,서울,성북구,서울 성북구 동소문로 323,1909,1734,0,0,0,0,0,0,37.60878020000000,127.02950060000000
302,298,GS칼텍스,(주)삼표에너지 ...,서울,송파구,서울 송파구 도곡로 438 (잠실동),1663,1523,0,1,0,0,0,0,37.50459580000000,127.07736930000000
303,299,GS칼텍스,삼화주유소,서울,송파구,서울 송파구 백제고분로 125,1663,1523,0,0,0,0,0,1,37.50658820000000,127.08100650000000
304,306,GS칼텍스,지에스칼텍스(주)...,서울,송파구,서울 송파구 위례중앙로 43 (장지동),1683,1553,0,1,0,0,0,0,37.47541610000000,127.13215450000000
305,308,GS칼텍스,지에스칼텍스(주)...,서울,서울특별시,서울 송파구 탄천동로 740,1683,1553,0,1,0,0,1,1,37.49729620000000,127.08924730000000
306,311,GS칼텍스,(주)삼표에너지 ...,서울,송파구,서울 송파구 동남로 153,1687,1577,0,1,0,0,0,0,37.49238570000001,127.12735830000000
307,313,GS칼텍스,(주)삼표에너지 ...,서울,송파구,서울 송파구 중대로 58 (문정동),1689,1558,0,1,0,0,0,0,37.49123530000000,127.11535330000000
308,315,GS칼텍스,송파주유소,서울,송파구,서울 송파구 송이로 28 (송파동),1695,1575,0,0,0,1,0,0,37.50884940000000,127.10640090000000
309,317,GS칼텍스,대성석유(주)석촌...,서울,송파구,서울 송파구 백제고분로 289,1697,1597,0,0,0,1,0,0,37.50282420000000,127.09857250000000
310,321,GS칼텍스,플라트(주)서호주...,서울,양천구,서울 양천구 남부순환로 317,1582,1423,0,1,0,1,0,0,37.53866090000000,126.82683670000000
311,324,GS칼텍스,신월주유소,서울,양천구,서울 양천구 신월로 193 (신월동),1594,1449,0,0,0,0,0,0,37.52006060000000,126.84408030000000
312,325,GS칼텍스,지에스이앤알 직영...,서울,양천구,서울 양천구 신정로 236 (신정동),1599,1439,0,1,0,0,0,0,37.51056100000000,126.84769710000000
313,330,GS칼텍스,(주)삼표에너지 ...,서울,양천구,서울 양천구 목동서로 129 (목동),1637,1519,0,1,0,0,0,0,37.53216510000000,126.87551880000000
314,334,GS칼텍스,지에스칼텍스㈜ 건...,서울,양천구,서울 양천구 안양천로 1171 (목동),1647,1529,0,1,0,0,0,0,37.54532430000000,126.88211120000000
315,347,GS칼텍스,(주)대청에너지 ...,서울,영등포구,서울 영등포구 가마산로 328 (대림동),1599,1435,0,1,0,1,0,1,37.49854720000000,126.89575900000000
316,355,GS칼텍스,㈜지에스이앤알 모...,서울,영등포구,서울 영등포구 경인로 789,1609,1445,0,1,0,0,0,0,37.51464550000000,126.90075960000000
317,356,GS칼텍스,(주)지에스이앤알...,서울,영등포구,서울 영등포구 영등포로 399 (신길동),1619,1445,0,1,0,0,0,0,37.51353590000000,126.92273570000000
318,359,GS칼텍스,지에스칼텍스㈜ 신...,서울,영등포구,서울 영등포구 신길로 74 (신길동),1624,1465,0,1,0,0,0,1,37.49905170000000,126.90873280000000
319,362,GS칼텍스,(주)한미석유 제...,서울,영등포구,서울 영등포구 선유로 260 (양평동4가),1694,1586,0,1,0,0,0,0,37.53753520000000,126.89701040000000
320,366,GS칼텍스,지에스칼텍스㈜ 화...,서울,영등포구,서울 영등포구 도림로 415,1749,1599,0,0,0,0,0,0,37.51325080000000,126.89649010000000
321,367,GS칼텍스,성원이앤에스(주)...,서울,서울특별시,서울 영등포구 국회대로52길 9-13 (영등포동7가),2067,1958,0,0,0,0,0,0,37.52487440000000,126.90676230000000
322,370,GS칼텍스,SJ오일(주) 여...,서울,영등포구,서울 영등포구 은행로 64,2295,2395,0,1,1,0,1,1,37.53037990000001,126.92557820000000
323,374,GS칼텍스,(주)영원 풍기주...,서울,용산구,서울 용산구 원효로 178 (원효로2가),2130,1969,0,0,0,0,1,0,37.53561710000000,126.96270020000000
324,382,GS칼텍스,서계주유소,서울,용산구,서울 용산구  청파로 367 (청파동),2769,2779,0,1,0,0,0,0,37.55232860000000,126.96894620000000
325,388,GS칼텍스,성원이앤에스(주)...,서울,은평구,서울 은평구 통일로 968 (진관동),1625,1548,0,1,0,0,0,0,37.62923200000000,126.91970400000000
326,390,GS칼텍스,지에스칼텍스(주)...,서울,은평구,서울 은평구 수색로 350 (수색동),1629,1494,0,1,0,0,0,0,37.58717080000000,126.88753930000000
327,391,GS칼텍스,지에스칼텍스㈜ 신...,서울,서울특별시,서울 은평구 증산로 423 (신사동),1629,1519,0,1,0,0,0,1,37.59561300000000,126.90720330000000
328,392,GS칼텍스,대성산업㈜ 대성주...,서울,은평구,서울 은평구 통일로 642,1635,1485,0,1,0,0,0,1,37.60406510000000,126.93525580000000
329,393,GS칼텍스,지에스칼텍스㈜ 서...,서울,은평구,서울 은평구 응암로 210 (응암동),1639,1529,0,1,0,1,0,0,37.59079180000000,126.91780760000000
330,405,GS칼텍스,(주)대양씨앤씨 ...,서울,종로구,서울 종로구 사직로 65 (사직동),2275,2125,0,0,0,0,0,0,37.57450530000000,126.96660690000000
331,414,GS칼텍스,필동주유소,서울,서울특별시,서울 중구 퇴계로 196 (필동2가),2429,2299,0,0,0,0,0,1,37.55877340000000,126.99472090000000
332,418,GS칼텍스,우림주유소,서울,서울특별시,서울 중랑구 용마산로 487 (망우제3동),1587,1427,0,1,0,0,0,0,37.59233180000000,127.09910540000000
333,421,GS칼텍스,대원주유소,서울,중랑구,서울 중랑구 동일로 600,1597,1437,0,1,0,0,0,0,37.58403330000000,127.08010820000000
334,422,GS칼텍스,대양주유소,서울,중랑구,서울 중랑구 봉우재로 105 (상봉동),1607,1447,0,1,0,0,0,0,37.59259210000000,127.08487880000000
335,5,S-OIL,일원주유소,서울,일원동,서울 강남구 양재대로55길 3 (일원동),1717,1559,0,0,0,0,0,0,37.49425010000000,127.09419970000000
336,9,S-OIL,극동유화㈜ 개나리...,서울,서울특별시,서울 강남구 언주로 423 (역삼동),1726,1594,0,1,0,1,0,1,37.50007760000000,127.03854190000000
337,15,S-OIL,(주)선진도곡주유...,서울,강남구,서울 강남구 도곡로 162 (도곡동),1798,1659,0,1,0,1,0,0,37.48782540000000,127.04668760000000
338,24,S-OIL,명품주유소,서울,강남구,서울 강남구 도곡로 249 (역삼동),2178,2017,0,1,0,0,0,1,37.49427040000000,127.04550930000000
339,38,S-OIL,(주)퍼스트오일 ...,서울,강동구,서울특별시 강동구  올림픽로 556 (성내동),1730,1600,0,1,0,0,0,0,37.52938080000000,127.12244080000000
340,43,S-OIL,광성주유소,서울,강동구,서울 강동구 올림픽로 673 (천호동),1968,1858,0,1,0,1,0,1,37.54161170000000,127.12417310000000
341,48,S-OIL,씨앤에스유통㈜ 미...,서울,강북구,서울 강북구 도봉로 200 (미아동),1595,1435,0,1,0,0,0,0,37.62652920000000,127.02650020000000
342,49,S-OIL,덕릉로주유소,서울,강북구,서울 강북구 덕릉로 158 (번동),1595,1435,0,1,0,0,0,0,37.63497560000000,127.03131820000000
343,58,S-OIL,하이웨이주유소,서울,강서구,서울특별시 강서구 공항대로 432(화곡동),1588,1429,0,1,0,0,1,1,37.55466770000000,126.85480530000000
344,61,S-OIL,스카이주유소,서울,강서구,서울 강서구 개화동로 457 (방화동),1607,1418,0,1,0,0,1,1,37.57148580000000,126.80438060000000
345,81,S-OIL,신화곡주유소,서울,강서구,서울 강서구 국회대로 71,1698,1495,0,1,0,0,0,0,37.52725790000000,126.84288960000000
346,82,S-OIL,(주)한진 김포공...,서울,강서구,서울 강서구 하늘길 112,1711,1571,0,0,0,0,0,0,37.55675570000000,126.80847340000000
347,85,S-OIL,참솔에너지,서울,강서구,서울 강서구 벌말로 281 (오곡동),1798,1698,0,1,0,0,0,0,37.55625190000000,126.76844910000000
348,97,S-OIL,유림주유소,서울,관악구,서울 관악구 신림로 176 (신림동),1698,1538,0,1,0,1,0,1,37.47372470000000,126.93488000000000
349,98,S-OIL,관악시몬주유소,서울,관악구,서울특별시 관악구 남부순환로 1753 (봉천동),1785,1625,0,1,0,0,0,0,37.48235850000000,126.94510100000000
350,103,S-OIL,삼호주유소,서울,광진구,서울 광진구 천호대로 809 (광장동),1587,1427,0,1,0,0,0,1,37.54563560000000,127.10373410000000
351,104,S-OIL,대원주유소,서울,광진구,서울 광진구 용마산로 122 (중곡동),1608,1448,0,0,0,0,0,0,37.56454770000000,127.08699600000000
352,107,S-OIL,정해네트웍스(주)...,서울,서울특별시,서울 광진구 동일로 413 (중곡동),1617,1457,0,1,0,0,0,1,37.56354400000001,127.08883040000000
353,115,S-OIL,씨앤에스유통(주)...,서울,구로구,서울 구로구 경인로 41 (온수동),1585,1420,0,1,0,0,0,0,37.49032450000000,126.82560210000000
354,123,S-OIL,극동유화(주) 항...,서울,구로구,서울 구로구 서해안로 2154 (항동),1605,1445,0,1,0,0,0,0,37.48343910000000,126.82782790000000
355,128,S-OIL,영진주유소,서울,구로구,서울 구로구 구로동로 20 (가리봉동),1799,1599,0,0,0,0,0,0,37.48365120000000,126.88693130000000
356,129,S-OIL,동아주유소,서울,구로구,서울 구로구 도림로 91 (구로동),1898,1598,0,0,0,0,1,0,37.49085090000000,126.89318780000000
357,131,S-OIL,구광주유소,서울,금천구,서울 금천구 서부샛길 674 (가산동),1605,1435,0,1,0,0,0,0,37.48203730000000,126.87517110000000
358,136,S-OIL,백산주유소,서울,금천구,서울특별시 금천구  시흥대로 174 (시흥동),1665,1495,0,1,0,1,0,0,37.44968560000000,126.90294960000000
359,142,S-OIL,구도일주유소 불암,서울,노원구,서울 노원구 한글비석로 268 (중계동),1598,1451,0,1,0,0,0,0,37.65135130000000,127.07724010000000
360,147,S-OIL,태릉솔밭주유소,서울,노원구,서울 노원구 노원로 49 (공릉동),1635,1475,0,1,0,0,0,1,37.62596520000000,127.08558970000000
361,149,S-OIL,한신주유소,서울,서울특별시,서울 노원구 동일로 1089 (공릉동),1675,1530,0,1,0,0,0,0,37.63047220000000,127.09099040000000
362,152,S-OIL,신성주유소,서울,노원구,서울 노원구 월계로 328 (월계동),1698,1558,0,1,0,0,0,1,37.62877860000000,127.05733510000000
363,158,S-OIL,한이에너지(주) ...,서울,서울특별시,서울 도봉구 도봉로 547 (쌍문동),1585,1425,0,1,0,1,0,1,37.65335570000000,127.02710030000000
364,161,S-OIL,(주)헨지스에너지...,서울,도봉구,서울 도봉구 도봉로 706 (방학동),1589,1429,0,1,0,1,0,0,37.66686869999999,127.04353030000000
365,163,S-OIL,극동유화(주) 대...,서울,도봉구,서울 도봉구 마들로 574 (창동),1605,1445,0,1,0,1,0,0,37.66151550000000,127.04752470000000
366,164,S-OIL,구도일주유소 파크...,서울,도봉구,서울 도봉구 해등로3길 86 (창동),1615,1455,0,0,0,0,0,0,37.64679900000000,127.03945780000000
367,170,S-OIL,오복주유소,서울,도봉구,서울 도봉구 방학로 43,1698,1605,0,1,0,0,0,0,37.66234100000000,127.04745420000000
368,177,S-OIL,열린주유소,서울,서울특별시,서울 동대문구 한천로 263 (휘경동),1637,1487,0,0,0,0,0,0,37.58820470000000,127.06451520000000
369,179,S-OIL,경동주유소,서울,동대문구,서울 동대문구 이문로 191,1655,1525,0,1,0,0,0,0,37.60359600000000,127.06178550000000
370,182,S-OIL,홍능주유소,서울,동대문구,서울 동대문구 홍릉로 87 (청량리동),1675,1537,0,1,0,0,0,0,37.58793800000000,127.04266120000000
371,185,S-OIL,오동나무주유소,서울,서울특별시,서울 동대문구  한천로 81 (답십리동),1698,1558,0,0,0,0,0,0,37.57101950000001,127.05669920000000
372,192,S-OIL,매일주유소,서울,동작구,서울 동작구 상도로 139 (상도동),1699,1599,0,1,0,0,0,0,37.50273480000000,126.93508380000000
373,195,S-OIL,(주)타이거통상 ...,서울,서울특별시,서울 마포구 월드컵북로 170 (성산제2동),1579,1429,0,0,0,0,0,0,37.56861210000000,126.90312180000000
374,199,S-OIL,에쓰오일(주)마포...,서울,마포구,서울 마포구 마포대로 186 (공덕동),1655,1539,0,1,0,0,0,0,37.55063050000000,126.95565110000000
375,200,S-OIL,에쓰오일(주) 염...,서울,마포구,서울 마포구 백범로 126 (염리동),1659,1539,0,1,0,0,0,0,37.54628630000000,126.94481370000000
376,201,S-OIL,용강주유소,서울,마포구,서울 마포구 토정로 258,1679,1559,0,0,0,0,0,0,37.54301600000000,126.93881280000000
377,208,S-OIL,(주)미래아스팔트...,서울,서대문구,서울 서대문구 가좌로 106(홍은동),1598,1444,0,1,0,1,0,0,37.58226560000000,126.92660010000000
378,210,S-OIL,(주)한화미 구도...,서울,서대문구,서울 서대문구 성산로 312,1599,1479,0,1,0,1,0,0,37.56604510000000,126.92490550000000
379,221,S-OIL,㈜우남에너지 문화...,서울,서대문구,서울 서대문구 세검정로 87 (홍제동),1699,1599,0,1,0,0,0,0,37.59551500000000,126.94855110000000
380,224,S-OIL,양재최고주유소,서울,서초구,서울 서초구 매헌로 72 (양재동),1664,1524,0,1,0,0,0,0,37.46715770000000,127.03471500000000
381,227,S-OIL,에쓰오일(주)직영...,서울,서초구,서울특별시 서초구  효령로 356 (서초동),1685,1585,0,1,0,1,0,0,37.48648080000000,127.02285910000000
382,234,S-OIL,헌릉로주유소,서울,서초구,서울 서초구 헌릉로 177 (내곡동),1690,1580,0,1,0,0,0,0,37.45737050000000,127.06026320000000
383,236,S-OIL,극동유화(주) 전...,서울,서초구,서울 서초구 남부순환로 2391 (서초동),1695,1595,0,1,1,1,0,0,37.48055430000000,127.01182090000000
384,239,S-OIL,서초우면산주유소,서울,서초구,서울 서초구 양재대로2길 100-30,1697,1577,0,1,0,0,0,0,37.45729520000000,127.01621410000000
385,252,S-OIL,(주)선문에너지 ...,서울,서초구,서울특별시 서초구  바우뫼로 219 (양재1동),2168,1989,0,1,0,0,0,0,37.48155140000000,127.04223430000000
386,253,S-OIL,(주)서울에너지 ...,서울,성동구,서울 성동구 천호대로 324 (용답동),1575,1415,0,1,0,0,0,1,37.56426070000001,127.05568500000000
387,260,S-OIL,아이콘주유소,서울,성동구,서울 성동구 고산자로 273 (도선동),1618,1478,0,1,0,0,0,1,37.56338320000000,127.03293880000000
388,271,S-OIL,신방주유소,서울,성북구,서울 성북구 안암로 111 (안암동5가),1585,1435,0,0,0,0,0,0,37.58555610000000,127.03184600000000
389,276,S-OIL,신동방주유소,서울,성북구,서울 성북구 월계로 84 (장위동),1595,1455,0,0,0,0,0,0,37.61342930000000,127.03810420000000
390,279,S-OIL,장위주유소,서울,서울특별시,서울 성북구 화랑로 110 (하월곡동),1605,1465,0,1,0,0,0,1,37.60464510000000,127.03939120000000
391,282,S-OIL,삼선주유소,서울,성북구,서울 성북구 창경궁로 324,1615,1475,0,1,0,0,0,0,37.58798880000000,127.00557400000000
392,286,S-OIL,(주)신용 구도일...,서울,성북구,서울 성북구 화랑로 174,1643,1493,0,1,0,1,0,0,37.60686780000000,127.05006410000000
393,287,S-OIL,동일주유소,서울,성북구,서울특별시 성북구  보문로 85 (보문동5가),1655,1565,0,1,0,0,0,1,37.58270419999999,127.01919180000000
394,295,S-OIL,위례제일주유소 (...,서울,송파구,서울 송파구 위례서로 260,1653,1523,0,1,0,0,0,0,37.48781530000000,127.14269530000000
395,296,S-OIL,위례드림주유소,서울,송파구,서울시 송파구  위례중앙로 10,1653,1523,0,1,0,0,0,1,37.47542740000000,127.12847070000000
396,297,S-OIL,상아주유소,서울,송파구,서울 송파구 거마로 82,1653,1523,0,1,0,0,0,0,37.50020200000000,127.14787030000000
397,303,S-OIL,(주)퍼스트오일서...,서울,송파구,서울 송파구 문정로 153,1680,1570,0,0,0,0,0,0,37.49321320000000,127.13638400000000
398,307,S-OIL,(주)잠실에너지,서울,서울특별시,서울 송파구 송파대로 442 (송파동),1683,1543,0,1,0,1,0,1,37.50510720000000,127.11354690000000
399,322,S-OIL,현대주유소,서울,양천구,서울 양천구 남부순환로 372 (신월동),1582,1423,0,1,0,0,0,0,37.53387270000000,126.82926250000000
400,350,S-OIL,성락주유소,서울,영등포구,서울 영등포구 가마산로 414 (신길동),1599,1435,0,1,0,0,0,0,37.50382500000000,126.90286900000000
401,354,S-OIL,씨앤에스유통(주)...,서울,서울특별시,서울 영등포구 도림로 486 (문래동3가),1599,1435,0,1,0,0,0,0,37.51726980000000,126.89571520000000
402,357,S-OIL,씨앤에스유통 한성...,서울,영등포구,서울 영등포구 여의대방로 227,1619,1445,0,0,0,0,0,0,37.50720110000000,126.92290400000000
403,364,S-OIL,선유도주유소,서울,서울특별시,서울 영등포구 양평로 141 (양평동5가),1694,1586,0,1,0,0,0,0,37.53936630000000,126.89264490000000
404,386,S-OIL,㈜오일닷컴 다회주...,서울,은평구,서울 은평구 증산로 441,1604,1494,0,0,0,0,0,0,37.59563890000000,126.91449670000000
405,395,S-OIL,뉴타운셀프주유소,서울,은평구,서울 은평구 통일로 1031,1695,1575,0,0,0,0,0,0,37.64347430000000,126.91737150000000
406,400,S-OIL,안풍주유소,서울,종로구,서울 종로구 자하문로 303,1749,1599,0,1,0,0,0,0,37.59920640000000,126.95914450000000
407,403,S-OIL,구도일주유소특종,서울,종로구,서울 종로구 평창문화로 90 (평창동),1830,1630,0,1,0,0,0,0,37.60668980000000,126.97109880000000
408,406,S-OIL,다산주유소,서울,중구,서울 중구 다산로 233,1699,1549,0,0,0,0,0,0,37.56394080000000,127.01568310000000
409,407,S-OIL,장충드림주유소,서울,중구,서울 중구 동호로 296,1725,1595,0,1,0,0,0,0,37.56085030000000,127.00341820000000
410,419,S-OIL,구도일주유소 동천,서울,중랑구,서울 중랑구 동일로 654 (면목동),1587,1427,0,1,0,0,0,0,37.58907340000000,127.08024470000000
411,420,S-OIL,오천만주유소,서울,중랑구,서울 중랑구 동일로 547 (면목동),1587,1427,0,1,0,0,0,0,37.57912240000000,127.07933110000000
412,423,S-OIL,(주)기지에너지,서울,중랑구,서울 중랑구 용마산로 716 (신내동),1619,1449,0,0,0,0,0,0,37.61762840000000,127.09438090000000
413,424,S-OIL,(주)태영 구도일...,서울,중랑구,서울 중랑구 망우로 170 (상봉동),1627,1457,0,1,0,1,0,0,37.59246550000000,127.07190800000000
414,425,S-OIL,범아주유소,서울,중랑구,서울 중랑구 동일로 881 (묵동),1628,1478,0,1,0,1,0,0,37.60931110000000,127.07767250000000
415,55,알뜰,화곡역주유소,서울,강서구,서울 강서구 강서로 154 (화곡동),1582,1423,0,0,0,0,0,1,37.54071860000000,126.84153030000000
416,59,알뜰,유턴주유소,서울,서울특별시,서울 강서구 남부순환로 57,1597,1437,0,0,0,0,0,0,37.55049010000000,126.81645040000000
417,63,알뜰,뉴신정주유소,서울,강서구,서울 강서구 곰달래로 207 (화곡동),1624,1478,0,0,0,1,1,0,37.53157960000000,126.85605240000000
418,64,알뜰,목화주유소,서울,강서구,서울 강서구 국회대로 251 (화곡동),1624,1478,0,1,0,0,0,0,37.53004030000000,126.86298250000000
419,87,알뜰,(주)연우에너지 ...,서울,관악구,서울 관악구 신림로 290 (신림동),1644,1484,0,1,0,0,0,0,37.48041300000000,126.93066650000000
420,117,알뜰,신성주유소,서울,구로구,서울 구로구 구로동로 187 (구로제2동),1585,1425,0,1,0,0,0,0,37.49515880000000,126.88238860000000
421,134,알뜰,(주)백운주유소,서울,금천구,서울 금천구 시흥대로 282 (독산동),1614,1454,0,0,0,0,0,0,37.45887450000000,126.89934410000000
422,329,알뜰,양천구주유소,서울,양천구,서울 양천구 국회대로 275 (목동),1624,1478,0,1,0,1,0,1,37.53031490000000,126.86551680000000
423,349,알뜰,도림주유소,서울,영등포구,서울 영등포구 도림로 343 (도림동),1599,1435,0,0,0,1,0,0,37.50776070000000,126.90023610000000
424,409,알뜰,세화주유소,서울,중구,서울 중구 왕십리로 403,1768,1638,0,1,0,1,0,1,37.56473090000000,127.02552750000000
425,222,자가상표,만남의광장주유소,서울,서초구,서울 서초구 양재대로12길 73-71,1589,1419,0,0,1,0,1,1,37.46008370000000,127.04216860000000
426,255,자가상표,정호주유소,서울,성동구,서울 성동구 고산자로 307 (마장동),1598,1468,0,0,0,0,0,0,37.56695520000000,127.03643320000000
427,396,자가상표,코끼리주유소,서울,은평구,서울 은평구 서오릉로 41 (녹번동),1698,1598,0,1,0,0,0,0,37.60327380000000,126.92941930000000
